207, 3 0 0 0;
208, 3 0 0 0;
209, 3 0 0 0;
210, 3 0 0 0;
211, 3 0 0 0;
212, 3 0 0 0;
213, 4 0 0 0 0;
214, 5 0 0 0 0 0;
215, 5 0 0 0 0 0;
216, 5 0 0 0 0 0;
217, 5 0 0 0 0 0;
218, 5 0 0 0 0 0;
219, 5 0 0 0 0 0;
220, 5 0 0 0 0 0;
221, 5 0 0 0 0 0;
222, 5 0 0 0 0 0;
223, 3 0 0 0;
224, 3 0 0 0;
225, 3 0 0 0;
226, 3 0 0 0;
227, 3 0 0 0;
228, 3 0 0 0;
229, 3 0 0 0;
230, 3 0 0 0;
231, 4 0 0 0 0;
232, 6 0 0 0 0 0 0;
233, 4 1 0 0 0;
234, 6 0 0 0 0 0 0;
235, 2 0 0;
236, 4 0 0 0 0;
237, 2 0 0;
238, 4 0 0 0 0;
239, 2 0 0;
240, 6 0 0 0 0 0 0;
241, 3 0 0 0;
242, 4 0 0 0 0;
243, 3 0 0 0;
244, 4 0 0 0 0;
245, 2 0 0;
246, 3 0 0 0;
247, 2 0 0;
248, 2 0 0;
249, 4 0 0 0 0;
250, 5 0 0 0 0 0;
251, 4 0 0 0 0;
252, 4 0 0 0 0;
253, 4 0 0 0 0;
254, 4 0 0 0 0;
255, 4 0 0 0 0;
256, 4 0 0 0 0;
257, 4 0 0 0 0;
258, 4 0 0 0 0;
