1, 4 0 0 0 0;
2, 4 0 0 0 0;
3, 4 0 0 0 0;
4, 4 0 0 0 0;
5, 4 0 0 0 0;
6, 4 0 0 0 0;
7, 2 0 0;
8, 4 0 0 0 0;
9, 3 0 0 0;
10, 4 0 0 0 0;
11, 4 0 0 0 0;
12, 2 0 0;
13, 3 1 0 0;
14, 4 4 0 0 0;
15, 4 0 0 0 0;
16, 4 0 0 0 0;
17, 4 1 0 0 0;
18, 4 4 0 0 0;
19, 4 1 0 0 0;
20, 3 0 2 0;
21, 4 6 0 0 0;
22, 4 0 0 0 0;
23, 4 0 0 0 0;
24, 4 0 0 0 0;
25, 4 1 0 0 0;
26, 4 0 0 0 0;
27, 4 2 0 0 6;
28, 3 0 0 0;
29, 3 0 0 0;
30, 4 0 0 0 0;
31, 4 1 0 0 0;
32, 4 0 0 0 2;
33, 4 0 0 0 0;
34, 4 0 0 0 6;
35, 4 0 0 0 0;
36, 4 1 2 0 0;
37, 4 0 0 0 0;
38, 4 0 0 6 0;
39, 4 0 0 1 0;
40, 2 0 0;
41, 3 2 0 0;
42, 3 0 0 0;
43, 3 0 0 0;
44, 3 0 0 0;
45, 2 0 0;
46, 4 0 0 0 0;
47, 3 6 3 0;
48, 3 0 0 0;
49, 2 0 0;
50, 3 0 0 0;
51, 3 0 0 0;
52, 3 0 0 0;
53, 3 0 0 0;
54, 3 0 0 0;
55, 3 0 0 0;
56, 3 0 0 0;
57, 3 0 0 0;
58, 3 0 0 0;
59, 3 0 0 0;
60, 3 0 0 0;
61, 3 0 0 0;
62, 4 0 0 0 0;
63, 4 0 0 0 0;
64, 4 0 0 0 0;
65, 4 0 0 0 0;
66, 4 0 0 0 0;
67, 4 0 0 0 0;
68, 4 0 0 0 0;
69, 4 0 0 0 0;
70, 3 0 0 0;
71, 3 0 0 0;
72, 3 0 0 0;
73, 3 0 0 0;
74, 3 0 0 0;
75, 3 0 0 0;
76, 3 0 0 0;
77, 3 0 0 0;
78, 3 0 0 0;
79, 3 0 0 0;
80, 3 0 0 0;
81, 3 0 0 0;
82, 3 0 0 0;
83, 3 0 0 0;
84, 3 0 0 0;
85, 3 0 0 0;
86, 3 0 0 0;
87, 3 0 0 0;
88, 3 0 0 0;
89, 3 0 0 0;
90, 3 0 0 0;
91, 3 0 0 0;
92, 3 0 0 0;
93, 3 0 0 0;
94, 4 0 0 0 0;
95, 3 0 0 0;
96, 3 0 0 0;
97, 3 0 0 0;
98, 3 0 0 0;
99, 3 0 6 0;
100, 3 0 0 0;
101, 3 0 0 0;
102, 3 0 0 0;
103, 3 0 0 0;
104, 3 0 0 0;
105, 3 0 0 0;
106, 3 0 0 0;
107, 3 0 0 0;
108, 3 0 0 0;
109, 3 0 0 0;
110, 3 0 0 0;
111, 3 0 0 0;
112, 3 0 0 0;
113, 3 0 0 0;
114, 3 0 0 0;
115, 3 0 0 0;
116, 3 0 0 0;
117, 3 0 0 0;
118, 3 0 0 0;
119, 3 0 0 0;
120, 3 0 0 0;
121, 3 0 0 0;
122, 3 0 0 0;
123, 3 0 0 0;
124, 3 0 0 0;
125, 3 0 0 0;
126, 3 0 0 0;
127, 3 0 0 0;
128, 3 0 0 0;
129, 3 0 0 0;
130, 3 0 0 0;
131, 3 0 0 0;
132, 3 0 0 0;
133, 3 0 0 0;
134, 3 0 0 0;
